CapTier,CapWatts,WaitingTime,Energy
Uncapped,,4.496000,0.083834982
Uncapped,,4.500000,0.083713053
Uncapped,,4.510000,0.083486598
Uncapped,,4.572000,0.083247892
Uncapped,,4.574000,0.083153775
Uncapped,,4.592000,0.083096430
Uncapped,,4.600000,0.083025642
Uncapped,,4.608000,0.082972878
Uncapped,,4.626000,0.082884984
Uncapped,,4.628000,0.082736216
Uncapped,,5.024000,0.080626537
Uncapped,,5.030000,0.080601645
Uncapped,,5.034000,0.080460838
Uncapped,,5.036000,0.080402297
Uncapped,,5.046000,0.080367786
Uncapped,,5.050000,0.080145655
Uncapped,,5.054000,0.080068442
Uncapped,,5.056000,0.079874682
Uncapped,,5.074000,0.079852312
Uncapped,,5.086000,0.079263488
Uncapped,,5.090000,0.079234901
Uncapped,,5.094000,0.079187705
Uncapped,,5.100000,0.079019814
Uncapped,,5.114000,0.079011394
Uncapped,,5.138000,0.078858614
Uncapped,,5.766000,0.078837461
Uncapped,,5.814000,0.077406589
Uncapped,,5.824000,0.077091191
Uncapped,,5.832000,0.076824643
Uncapped,,5.852000,0.076811274
Uncapped,,5.868000,0.076738439
Uncapped,,5.882000,0.076679996
Uncapped,,5.894000,0.076677809
Uncapped,,5.898000,0.076658944
Uncapped,,5.900000,0.076609501
Uncapped,,5.910000,0.076588449
Uncapped,,5.940000,0.076561105
Uncapped,,5.956000,0.076468785
Uncapped,,5.992000,0.076405527
Uncapped,,6.032000,0.076313252
Uncapped,,6.130000,0.076278028
Uncapped,,6.160000,0.076104294
Uncapped,,6.212000,0.076080902
Uncapped,,6.226000,0.075981805
Uncapped,,6.234000,0.075961617
Uncapped,,6.238000,0.075923519
Uncapped,,6.288000,0.075903651
Uncapped,,6.318000,0.075876060
Uncapped,,6.332000,0.075841021
Uncapped,,6.376000,0.075797043
Uncapped,,6.434000,0.075788861
Uncapped,,6.452000,0.075761307
Uncapped,,6.480000,0.075743605
Uncapped,,6.484000,0.075713906
Uncapped,,6.496000,0.075678416
Uncapped,,6.520000,0.075659648
Uncapped,,6.572000,0.075651158
Uncapped,,6.856000,0.075559762
Uncapped,,6.876000,0.075502144
Uncapped,,6.894000,0.075330950
Uncapped,,6.934000,0.075322087
Uncapped,,6.982000,0.075312740
Uncapped,,7.008000,0.075232934
Uncapped,,7.032000,0.075120810
Uncapped,,7.058000,0.075107221
Uncapped,,7.072000,0.074984716
Uncapped,,7.164000,0.074834133
Uncapped,,7.192000,0.074764793
Uncapped,,7.244000,0.074720372
Uncapped,,7.322000,0.074692173
Uncapped,,7.326000,0.074617695
Uncapped,,7.430000,0.074488059
Uncapped,,7.496000,0.074461620
Uncapped,,7.556000,0.074458990
Uncapped,,7.586000,0.074443807
Uncapped,,7.632000,0.074158784
Uncapped,,7.768000,0.074137003
Uncapped,,7.804000,0.073996627
Uncapped,,7.962000,0.073936196
Uncapped,,7.970000,0.073910174
Uncapped,,8.078000,0.073896873
Uncapped,,8.106000,0.073875493
Uncapped,,8.156000,0.073757250
Uncapped,,8.190000,0.073683686
Uncapped,,8.276000,0.073679915
Uncapped,,8.340000,0.073651803
Uncapped,,8.420000,0.073554629
Uncapped,,8.434000,0.073463687
Uncapped,,8.484000,0.073342714
Uncapped,,8.692000,0.073265084
Uncapped,,8.776000,0.073099861
Uncapped,,9.202000,0.073034268
Uncapped,,9.376000,0.072993301
Uncapped,,9.462000,0.072971956
Uncapped,,9.510000,0.072834476
Uncapped,,9.794000,0.072778031
Uncapped,,9.918000,0.072684933
Uncapped,,10.068000,0.072568431
Uncapped,,10.318000,0.072499800
Uncapped,,10.444000,0.072470600
Uncapped,,10.680000,0.072467918
Uncapped,,10.906000,0.072428898
Uncapped,,10.974000,0.072414724
Uncapped,,15.846000,0.072401961
Uncapped,,15.904000,0.071791209
Uncapped,,16.082000,0.070095294
Uncapped,,16.124000,0.069897288
Uncapped,,16.142000,0.069644235
Uncapped,,16.310000,0.069623489
Uncapped,,17.526000,0.069593007
Uncapped,,17.662000,0.069539894
Uncapped,,17.858000,0.069535745
Uncapped,,18.030000,0.069533727
Uncapped,,18.800000,0.069375858
Uncapped,,18.852000,0.069255444
Uncapped,,18.974000,0.069243144
Uncapped,,19.182000,0.069222367
Uncapped,,19.424000,0.068980538
Uncapped,,19.576000,0.068920455
Uncapped,,20.206000,0.068900050
Uncapped,,20.604000,0.068627171
Uncapped,,20.954000,0.068362474
Uncapped,,21.194000,0.068326451
Uncapped,,21.590000,0.068322302
Uncapped,,21.952000,0.068309299
Uncapped,,22.104000,0.068280782
Uncapped,,22.830000,0.068247753
Uncapped,,22.838000,0.068206829
Uncapped,,22.952000,0.067939587
Uncapped,,22.984000,0.067444952
Uncapped,,23.100000,0.067047305
Uncapped,,23.452000,0.067007139
Uncapped,,23.648000,0.066833647
Uncapped,,24.350000,0.066796921
Uncapped,,24.578000,0.066752823
Uncapped,,24.822000,0.066698630
Uncapped,,25.330000,0.066680162
Uncapped,,25.882000,0.066660547
Uncapped,,31.548000,0.066651226
Uncapped,,31.838000,0.066421235
Uncapped,,32.114000,0.066039076
Uncapped,,32.622000,0.065954865
Uncapped,,33.066000,0.065933812
Uncapped,,33.320000,0.065916120
Uncapped,,33.578000,0.065858593
Uncapped,,34.128000,0.065846885
Uncapped,,34.794000,0.065841906
PC90,15114.454,4.564000,0.085103954
PC90,15114.454,4.568000,0.085023955
PC90,15114.454,4.570000,0.084485247
PC90,15114.454,4.574000,0.084229954
PC90,15114.454,4.600000,0.084088463
PC90,15114.454,4.654000,0.084086110
PC90,15114.454,4.658000,0.083882508
PC90,15114.454,4.682000,0.083556913
PC90,15114.454,4.716000,0.083524141
PC90,15114.454,4.728000,0.083469619
PC90,15114.454,4.732000,0.083211150
PC90,15114.454,4.774000,0.083207844
PC90,15114.454,4.788000,0.083139632
PC90,15114.454,4.806000,0.083095430
PC90,15114.454,4.818000,0.082975502
PC90,15114.454,5.128000,0.082751155
PC90,15114.454,5.130000,0.082558305
PC90,15114.454,5.132000,0.082452022
PC90,15114.454,5.134000,0.082353094
PC90,15114.454,5.144000,0.082339881
PC90,15114.454,5.158000,0.082331586
PC90,15114.454,5.192000,0.082294036
PC90,15114.454,5.194000,0.082278984
PC90,15114.454,5.198000,0.082274990
PC90,15114.454,5.210000,0.082162706
PC90,15114.454,5.632000,0.082134704
PC90,15114.454,5.634000,0.082087386
PC90,15114.454,5.826000,0.082084445
PC90,15114.454,5.844000,0.081992379
PC90,15114.454,6.226000,0.078417523
PC90,15114.454,6.242000,0.078345606
PC90,15114.454,6.250000,0.077659259
PC90,15114.454,6.256000,0.077326027
PC90,15114.454,6.296000,0.077231587
PC90,15114.454,6.362000,0.077214658
PC90,15114.454,6.368000,0.077165142
PC90,15114.454,6.370000,0.077019431
PC90,15114.454,6.468000,0.077006126
PC90,15114.454,6.470000,0.076957837
PC90,15114.454,6.496000,0.076930771
PC90,15114.454,6.520000,0.076847768
PC90,15114.454,6.598000,0.076820214
PC90,15114.454,6.622000,0.076763542
PC90,15114.454,6.660000,0.076752467
PC90,15114.454,6.700000,0.076739463
PC90,15114.454,6.704000,0.076617692
PC90,15114.454,6.760000,0.076563170
PC90,15114.454,6.792000,0.076538969
PC90,15114.454,6.800000,0.076433323
PC90,15114.454,6.826000,0.076412367
PC90,15114.454,6.910000,0.076408049
PC90,15114.454,6.942000,0.076258191
PC90,15114.454,7.024000,0.076208635
PC90,15114.454,7.086000,0.076099459
PC90,15114.454,7.138000,0.075977850
PC90,15114.454,7.234000,0.075937096
PC90,15114.454,7.296000,0.075895973
PC90,15114.454,7.306000,0.075817894
PC90,15114.454,7.328000,0.075752146
PC90,15114.454,7.340000,0.075684616
PC90,15114.454,7.398000,0.075627159
PC90,15114.454,7.498000,0.075594590
PC90,15114.454,7.510000,0.075457657
PC90,15114.454,7.584000,0.075313713
PC90,15114.454,7.650000,0.075305509
PC90,15114.454,7.742000,0.075299864
PC90,15114.454,7.758000,0.075271526
PC90,15114.454,7.764000,0.075188294
PC90,15114.454,7.800000,0.075174858
PC90,15114.454,7.870000,0.075173686
PC90,15114.454,7.896000,0.075066495
PC90,15114.454,7.944000,0.075044152
PC90,15114.454,8.006000,0.074970375
PC90,15114.454,8.012000,0.074546903
PC90,15114.454,8.220000,0.074516255
PC90,15114.454,8.294000,0.074475782
PC90,15114.454,8.406000,0.074365535
PC90,15114.454,8.412000,0.074292237
PC90,15114.454,8.440000,0.074224335
PC90,15114.454,8.640000,0.074219923
PC90,15114.454,8.662000,0.074142229
PC90,15114.454,8.674000,0.074045712
PC90,15114.454,8.702000,0.073987636
PC90,15114.454,8.708000,0.073907589
PC90,15114.454,8.742000,0.073863640
PC90,15114.454,8.914000,0.073738353
PC90,15114.454,8.996000,0.073650268
PC90,15114.454,9.110000,0.073638278
PC90,15114.454,9.134000,0.073492781
PC90,15114.454,9.220000,0.073423027
PC90,15114.454,9.260000,0.073370615
PC90,15114.454,9.338000,0.073127913
PC90,15114.454,9.644000,0.073116664
PC90,15114.454,9.968000,0.073076733
PC90,15114.454,10.294000,0.073035924
PC90,15114.454,10.592000,0.072864841
PC90,15114.454,10.646000,0.072757028
PC90,15114.454,10.754000,0.072723232
PC90,15114.454,10.868000,0.072711874
PC90,15114.454,10.870000,0.072653591
PC90,15114.454,10.922000,0.072615793
PC90,15114.454,11.292000,0.072599137
PC90,15114.454,11.416000,0.072553522
PC90,15114.454,11.728000,0.072427779
PC90,15114.454,14.096000,0.072180567
PC90,15114.454,14.114000,0.071827819
PC90,15114.454,14.306000,0.071440169
PC90,15114.454,14.418000,0.071153993
PC90,15114.454,14.486000,0.071047413
PC90,15114.454,14.774000,0.071020570
PC90,15114.454,14.866000,0.070980055
PC90,15114.454,15.068000,0.070922043
PC90,15114.454,15.196000,0.070888522
PC90,15114.454,15.244000,0.070791003
PC90,15114.454,15.316000,0.070770303
PC90,15114.454,15.410000,0.070731317
PC90,15114.454,15.562000,0.070721351
PC90,15114.454,15.982000,0.069793228
PC90,15114.454,16.090000,0.069776684
PC90,15114.454,17.402000,0.069760464
PC90,15114.454,17.544000,0.069563927
PC90,15114.454,17.554000,0.069445001
PC90,15114.454,17.804000,0.069360817
PC90,15114.454,17.844000,0.069231940
PC90,15114.454,17.882000,0.069099962
PC90,15114.454,18.008000,0.068999138
PC90,15114.454,18.288000,0.068989774
PC90,15114.454,18.530000,0.068958691
PC90,15114.454,19.074000,0.068295258
PC90,15114.454,19.252000,0.068155671
PC90,15114.454,19.374000,0.068114112
PC90,15114.454,20.078000,0.068081062
PC90,15114.454,20.198000,0.068061397
PC90,15114.454,22.206000,0.067828053
PC90,15114.454,22.660000,0.067793777
PC90,15114.454,22.886000,0.067776789
PC90,15114.454,23.070000,0.067738497
PC90,15114.454,23.308000,0.067727089
PC90,15114.454,23.694000,0.067719740
PC90,15114.454,24.134000,0.067715257
PC90,15114.454,24.596000,0.067714814
PC90,15114.454,25.776000,0.067690993
PC90,15114.454,25.888000,0.067649002
PC90,15114.454,26.092000,0.067559354
PC90,15114.454,26.260000,0.067541332
PC90,15114.454,26.318000,0.067165135
PC90,15114.454,26.440000,0.067029952
PC90,15114.454,26.628000,0.066991457
PC90,15114.454,26.888000,0.066975737
PC90,15114.454,27.232000,0.066941433
PC80,13435.070,4.662000,0.083693590
PC80,13435.070,4.664000,0.083665060
PC80,13435.070,4.676000,0.083588456
PC80,13435.070,4.682000,0.083443100
PC80,13435.070,4.702000,0.083311595
PC80,13435.070,4.710000,0.083306350
PC80,13435.070,4.716000,0.083303305
PC80,13435.070,4.718000,0.083289713
PC80,13435.070,4.722000,0.082567333
PC80,13435.070,4.726000,0.082483315
PC80,13435.070,4.734000,0.082325661
PC80,13435.070,4.738000,0.082309718
PC80,13435.070,4.744000,0.082214753
PC80,13435.070,4.766000,0.082156806
PC80,13435.070,4.772000,0.082144893
PC80,13435.070,4.776000,0.082124525
PC80,13435.070,4.782000,0.082093127
PC80,13435.070,4.788000,0.082042660
PC80,13435.070,4.814000,0.082038800
PC80,13435.070,4.848000,0.082017572
PC80,13435.070,5.220000,0.082016937
PC80,13435.070,5.272000,0.082002918
PC80,13435.070,5.500000,0.081930861
PC80,13435.070,6.704000,0.077898958
PC80,13435.070,6.744000,0.077778581
PC80,13435.070,6.746000,0.077371101
