Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs
GA_Makespan_Dominance,200,0.063959,0.296047,0.734074,0.004868,9,9,0,2454
GA_Makespan_Dominance,201,0.066562,0.298885,0.731564,0.018602,6,6,0,2454
GA_Makespan_Dominance,202,0.025239,0.298779,0.766216,0.001848,4,4,0,2469
GA_Makespan_Dominance,203,0.072807,0.251152,0.715098,0.031348,3,3,0,2438
GA_Makespan_Dominance,204,0.065316,0.268270,0.724498,0.011613,7,7,0,2454
GA_Makespan_Dominance,205,0.031893,0.289863,0.754754,0.009103,5,5,0,2461
GA_Makespan_Dominance,206,0.032912,0.297344,0.752545,0.016001,6,6,0,2467
GA_Makespan_Dominance,207,0.019635,0.270355,0.755250,0.011977,7,7,0,2491
GA_Makespan_Dominance,208,0.003686,0.233848,0.759483,0.000000,2,2,0,2453
GA_Makespan_Dominance,209,0.066907,0.283483,0.717410,0.014093,8,8,0,2453
GA_Makespan_Dominance,MEAN,0.044892,0.278803,0.741089,0.011945,6,6,0,2459
GA_Makespan_Dominance,STDDEV,0.023556,0.021344,0.017719,0.008630,,,,
GA_Energy_Dominance,200,0.589247,0.171005,0.216391,0.017749,39,39,0,2688
GA_Energy_Dominance,201,0.282227,0.300860,0.403527,0.100232,29,29,0,3727
GA_Energy_Dominance,202,0.483901,0.313799,0.288948,0.085049,15,15,0,3947
GA_Energy_Dominance,203,0.246483,0.213508,0.385508,0.093215,23,23,3,4038
GA_Energy_Dominance,204,0.491227,0.297138,0.271786,0.094765,28,28,0,3488
GA_Energy_Dominance,205,0.610705,0.192424,0.198550,0.013587,43,43,0,2760
GA_Energy_Dominance,206,0.538630,0.203955,0.239433,0.093107,24,24,0,2732
GA_Energy_Dominance,207,0.579150,0.207647,0.234025,0.081054,24,24,0,2856
GA_Energy_Dominance,208,0.566285,0.170536,0.232645,0.053698,17,17,0,4067
GA_Energy_Dominance,209,0.349751,0.311555,0.362100,0.061714,36,36,1,4057
